Ad Content,Source / Medium,Date,Unique Pageviews,Sessions,Exits,Entrances,Bounces,Time on Page,Session Duration
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190310,28,28,28,28,19,0:00:10,0:00:10
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190310,24,24,24,24,20,0:00:01,0:00:01
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190310,21,21,21,21,20,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190310,20,20,20,20,16,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190313,20,7,7,7,2,0:07:59,0:07:59
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190310,19,19,19,19,12,0:00:17,0:00:18
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190328,16,16,16,16,16,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190421,15,14,14,14,12,0:00:14,0:00:14
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190412,14,14,14,14,14,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190406,14,14,14,14,13,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190414,13,13,13,13,13,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190312,13,13,13,13,10,0:07:18,0:07:18
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190326,13,13,13,13,12,0:09:12,0:09:12
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190330,13,13,13,13,13,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190421,13,13,13,13,13,0:00:00,0:00:00
(not set),wrike.com / referral,20190319,12,1,1,1,0,0:40:07,0:40:07
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190419,12,12,12,12,11,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190426,12,12,12,12,11,0:06:03,0:06:03
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190326,12,12,12,12,12,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190321,12,12,12,12,12,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190322,12,11,11,11,10,0:00:01,0:00:01
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190323,12,12,12,12,12,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190420,12,11,11,11,10,0:00:09,0:00:09
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190318,11,11,11,11,10,0:00:07,0:00:07
(not set),google / organic,20190314,10,1,1,1,0,0:22:48,0:22:52
(not set),google / organic,20190426,10,1,1,1,0,0:09:58,0:09:58
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190310,10,10,10,10,9,0:00:11,0:00:11
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190427,10,10,10,10,9,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190419,10,9,9,9,7,0:22:16,0:22:16
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190324,10,10,10,10,9,0:00:05,0:00:05
(not set),(direct) / (none),20190307,9,1,1,1,0,0:15:33,0:15:34
(not set),google / organic,20190302,9,1,1,1,0,0:08:53,0:08:53
(not set),google / organic,20190309,9,5,5,5,2,0:19:21,0:19:20
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190421,9,9,9,9,6,1:00:50,1:00:50
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190424,9,9,9,9,7,0:03:54,0:03:54
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190328,9,4,4,4,2,0:13:27,0:13:27
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190427,9,9,9,9,9,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190403,9,9,9,9,9,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190327,9,9,9,9,7,0:00:12,0:00:12
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190410,9,7,7,7,6,0:23:36,0:23:37
FA20_BR_IG_DISP_TL_UG_S_2,Instagram / PageLink,20190407,9,2,2,2,0,0:01:51,0:01:51
(not set),(direct) / (none),20190328,7,2,2,2,1,0:07:40,0:07:41
(not set),maine.edu / referral,20190307,7,1,1,1,0,0:03:46,0:03:46
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190313,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190327,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190331,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190418,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190401,7,7,7,7,6,0:00:42,0:00:42
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190407,7,7,7,7,6,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190418,7,7,7,7,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190420,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190425,7,7,7,7,6,0:05:26,0:05:26
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190427,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190318,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190403,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190403,7,7,7,7,6,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190323,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190320,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190318,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190320,7,6,6,6,5,0:02:42,0:02:42
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190325,7,6,6,6,4,0:01:15,0:01:15
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190329,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190331,7,6,6,6,5,0:00:14,0:00:14
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190404,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190406,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190407,7,6,6,6,5,0:03:59,0:03:59
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190411,7,7,7,7,7,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190414,7,7,7,7,7,0:00:00,0:00:00
(not set),(direct) / (none),20190304,6,1,1,1,0,0:07:47,0:07:47
(not set),google / organic,20190403,6,3,3,3,2,0:18:48,0:18:49
(not set),google / organic,20190414,6,1,1,1,0,0:06:06,0:06:07
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190310,6,6,6,6,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190420,6,6,6,6,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190422,6,6,6,6,5,0:00:19,0:00:19
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190425,6,6,6,6,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190417,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190411,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190425,6,6,6,6,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190406,6,6,6,6,5,0:00:01,0:00:01
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190408,6,3,3,3,2,0:18:03,0:18:03
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190422,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190424,6,6,6,6,1,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190320,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190321,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190417,6,3,3,3,1,0:06:32,0:06:33
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190422,6,5,5,5,4,0:28:12,0:28:12
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190413,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190417,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_IG_DISP_TL_UG_S_1,Instagram / PageLink,20190419,6,2,2,2,0,0:01:11,0:01:12
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190323,6,6,6,6,6,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190412,6,5,5,5,4,0:00:57,0:00:57
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190423,6,6,6,6,6,0:00:00,0:00:00
(not set),google / organic,20190322,5,1,1,1,0,0:02:11,0:02:11
(not set),google / organic,20190325,5,1,1,1,0,0:03:58,0:04:01
(not set),yahoo / organic,20190311,5,2,2,2,1,0:02:44,0:02:44
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190318,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190329,5,3,3,3,2,0:01:30,0:01:30
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190324,5,5,5,5,3,0:00:19,0:00:19
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190329,5,4,4,4,3,0:01:28,0:01:28
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190407,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190410,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190413,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190414,5,5,5,5,4,0:00:02,0:00:02
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190427,5,5,5,5,4,0:53:09,0:53:09
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190311,5,5,5,5,4,0:06:44,0:06:44
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190317,5,5,5,5,3,0:00:03,0:00:03
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190330,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190331,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190409,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190412,5,5,5,5,3,0:00:06,0:00:06
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190415,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190326,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190419,5,5,5,5,4,0:00:03,0:00:03
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190427,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190315,5,3,3,3,1,0:02:44,0:02:44
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190411,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190413,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190426,5,5,5,5,3,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190321,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190324,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190322,5,3,3,3,1,0:06:21,0:06:19
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190425,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190326,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190317,5,1,1,1,0,0:06:57,0:06:56
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190319,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190408,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190425,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_IG_DISP_TL_UG_S_1,Instagram / PageLink,20190311,5,3,3,3,2,0:03:37,0:03:36
FA20_BR_IG_DISP_TL_UG_S_2,Instagram / PageLink,20190327,5,5,5,5,5,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190327,5,2,2,2,1,0:01:14,0:01:14
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190420,5,5,5,5,5,0:00:00,0:00:00
FY19 National College Fair - March 26 Email CID_acd0873b26e1fe281741e1a3233d7a6e,cmadm / email,20190326,5,2,2,2,1,0:02:52,0:02:53
(not set),google / organic,20190311,4,1,1,1,0,0:01:18,0:01:18
(not set),google / organic,20190318,4,1,1,1,0,0:01:02,0:01:02
(not set),google / organic,20190331,4,1,1,1,0,0:02:01,0:02:00
(not set),google / organic,20190404,4,2,2,2,1,0:03:09,0:03:09
(not set),google / organic,20190405,4,2,2,2,1,0:15:07,0:15:07
(not set),google / organic,20190408,4,3,3,3,2,0:01:58,0:01:58
(not set),yahoo / organic,20190320,4,1,1,1,0,0:01:12,0:01:13
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190326,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190403,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190411,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_2,DBM / Display,20190310,4,4,4,4,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190417,4,4,4,4,3,0:09:00,0:09:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190328,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190330,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190404,4,4,4,4,3,0:00:03,0:00:03
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190405,4,4,4,4,3,0:26:23,0:26:23
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190408,4,3,3,3,2,0:01:58,0:01:59
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190409,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190411,4,4,4,4,3,0:02:00,0:02:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190416,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190419,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190316,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190319,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190326,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190329,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190405,4,4,4,4,3,0:00:13,0:00:13
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190411,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190413,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190428,4,4,4,4,3,0:07:10,0:07:10
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190406,4,3,3,3,2,0:00:01,0:00:01
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190420,4,4,4,4,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190331,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190426,4,4,4,4,1,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190311,4,4,4,4,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190313,4,4,4,4,3,0:22:18,0:22:18
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190316,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190317,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190331,4,4,4,4,3,0:00:02,0:00:02
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190402,4,4,4,4,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190404,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190405,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190407,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190410,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190420,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190421,4,3,3,3,2,0:01:08,0:01:08
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190330,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_1,Facebook / PageLink,20190325,4,4,4,4,3,0:11:54,0:11:54
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190329,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190330,4,4,4,4,3,0:06:10,0:06:10
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190331,4,2,2,2,0,0:03:43,0:03:43
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190407,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190423,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_3,Facebook / PageLink,20190320,4,4,4,4,2,0:00:40,0:00:40
FA20_BR_FB_DISP_TL_UG_S_4,Facebook / PageLink,20190424,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190319,4,4,4,4,3,0:00:02,0:00:02
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190320,4,3,3,3,2,0:00:10,0:00:10
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190316,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190324,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190415,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190420,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190424,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190316,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190412,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190422,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190424,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190426,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190427,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190318,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190321,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190324,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190326,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190406,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190407,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190415,4,4,4,4,4,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190419,4,4,4,4,3,0:00:03,0:00:03
(not set),(direct) / (none),20190308,3,1,1,1,0,0:17:05,0:17:05
(not set),google / organic,20190401,3,3,3,3,2,0:06:34,0:06:34
(not set),google / organic,20190411,3,1,1,1,0,0:01:55,0:01:54
(not set),google / organic,20190417,3,2,2,2,1,0:00:50,0:00:50
(not set),google / organic,20190418,3,3,3,3,2,0:17:29,0:17:29
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190307,3,3,3,3,2,0:00:35,0:00:35
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190311,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_1,DBM / Display,20190419,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190418,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190314,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190326,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190401,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190402,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190417,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190423,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190424,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190426,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190315,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190403,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190410,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190416,3,3,3,3,2,0:00:01,0:00:01
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190423,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190316,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190402,3,3,3,3,2,0:00:13,0:00:13
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190413,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190416,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190313,3,3,3,3,2,0:00:22,0:00:22
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190314,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190326,3,2,2,2,1,0:00:04,0:00:04
FA20_BR_DBM_DISP_TL_UG_S_7,DBM / Display,20190327,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190315,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190327,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190330,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190401,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190412,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190416,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_8,DBM / Display,20190418,3,3,3,3,2,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190319,3,2,2,2,0,0:00:28,0:00:28
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190328,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190413,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190418,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_CAR_TL_UG_I_2,Facebook / Carousel,20190427,3,2,2,2,1,0:03:50,0:03:50
