date,source,medium,campaign,uniquePageviews,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Inquiry,month,Impressions,Clicks
02/25/2018,DBM,VIDEO,FY2018_Umbrella,9,9,0,9,9,9,9,0,NA,2018-02,,
02/25/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,12,12,0,12,11,12,12,0,NA,2018-02,,
02/25/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,24,1,1085,4,3,34,4,1084,NA,2018-02,,
02/25/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,3,0,3,2,3,3,0,NA,2018-02,,
02/25/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-02,,
02/25/2018,SJ,DISPLAY,FY2018_Umbrella,9,6,380,8,7,12,8,380,NA,2018-02,,
02/26/2018,BDN,DISPLAY,FY2018_Umbrella,4,2,56,3,3,4,3,56,NA,2018-02,,
02/26/2018,DBM,DISPLAY,FY2018_Umbrella,17,15,41,16,14,23,16,42,NA,2018-02,,
02/26/2018,DBM,VIDEO,FY2018_Umbrella,8,8,0,8,7,8,8,0,NA,2018-02,,
02/26/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,11,10,0,11,8,12,11,0,NA,2018-02,,
02/26/2018,google,cpc,FY2018_Undergrad,1,0,19,0,0,1,0,0,HS - Thank You,2018-02,,
02/26/2018,google,cpc,FY2018_Undergrad,2,0,42,1,0,2,1,42,HS - Thank You,2018-02,,
02/26/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,17,0,557,4,3,35,4,560,NA,2018-02,,
02/26/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-02,,
02/26/2018,SJ,DISPLAY,FY2018_Umbrella,6,4,39,6,4,8,6,39,NA,2018-02,,
02/27/2018,BDN,DISPLAY,FY2018_Umbrella,2,1,450,2,1,3,2,450,NA,2018-02,,
02/27/2018,DBM,DISPLAY,FY2018_Umbrella,24,23,0,24,20,34,24,3,NA,2018-02,,
02/27/2018,DBM,VIDEO,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-02,,
02/27/2018,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,23,1,0,4,1,22,NA,2018-02,,
02/27/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,2,2,2,0,NA,2018-02,,
02/27/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,17,11,572,13,11,23,13,572,NA,2018-02,,
02/27/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-02,,
02/27/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,1,0,2,2,3,2,0,NA,2018-02,,
02/27/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2018-02,,
02/27/2018,SJ,DISPLAY,FY2018_Umbrella,8,6,39,8,6,10,8,39,NA,2018-02,,
02/28/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2018-02,,
02/28/2018,DBM,DISPLAY,FY2018_Umbrella,13,10,488,12,12,16,12,488,NA,2018-02,,
02/28/2018,DBM,VIDEO,FY2018_Umbrella,9,8,5,9,8,10,9,5,NA,2018-02,,
02/28/2018,FACEBOOK,PAGELINK,fy2017_undergrad,2,2,0,2,2,2,2,0,NA,2018-02,,
02/28/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,3,0,28,1,0,3,1,29,NA,2018-02,,
02/28/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,12,11,49,12,11,13,12,49,NA,2018-02,,
02/28/2018,google,cpc,FY2018_Transfer,1,0,62,0,0,1,0,0,CU - Thank You,2018-02,,
02/28/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,6,6,0,6,6,6,6,0,NA,2018-02,,
02/28/2018,SJ,DISPLAY,FY2018_Umbrella,13,10,50,13,8,16,13,50,NA,2018-02,,
03/01/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/01/2018,DBM,DISPLAY,FY2018_Umbrella,12,12,0,12,11,12,12,0,NA,2018-03,,
03/01/2018,DBM,VIDEO,FY2018_Umbrella,17,16,19,17,17,18,17,19,NA,2018-03,,
03/01/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,26,23,53,25,22,27,25,53,NA,2018-03,,
03/01/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,2,2,0,2,0,2,2,0,NA,2018-03,,
03/01/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,12,7,1751,8,6,14,8,1752,NA,2018-03,,
03/01/2018,google,cpc,FY2018_Undergrad,1,0,8,0,0,1,0,0,HS - Thank You,2018-03,,
03/01/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-03,,
03/01/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,4,4,0,4,1,4,4,0,NA,2018-03,,
03/01/2018,SJ,DISPLAY,FY2018_Umbrella,9,6,276,9,7,12,9,276,NA,2018-03,,
03/02/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2018-03,,
03/02/2018,DBM,DISPLAY,FY2018_Umbrella,31,19,1996,22,20,46,22,1996,NA,2018-03,,
03/02/2018,DBM,VIDEO,FY2018_Umbrella,10,7,167,9,9,11,9,167,NA,2018-03,,
03/02/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,61,59,79,60,54,63,60,79,NA,2018-03,,
03/02/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,0,77,1,0,2,1,77,NA,2018-03,,
03/02/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,15,13,57,14,11,17,14,56,NA,2018-03,,
03/02/2018,google,cpc,FY2018_Graduate,1,0,9,0,0,1,0,0,GR - Thank You,2018-03,,
03/02/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-03,,
03/02/2018,SJ,DISPLAY,FY2018_Umbrella,4,4,0,4,3,4,4,0,NA,2018-03,,
03/03/2018,BDN,DISPLAY,FY2018_Umbrella,10,4,195,5,1,17,5,195,NA,2018-03,,
03/03/2018,DBM,DISPLAY,FY2018_Umbrella,19,15,24,18,17,21,18,24,NA,2018-03,,
03/03/2018,DBM,VIDEO,FY2018_Umbrella,13,12,12,13,13,14,13,12,NA,2018-03,,
03/03/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,57,50,528,56,48,65,56,529,NA,2018-03,,
03/03/2018,FACEBOOK,PAGELINK,fy2018_degree_completion,2,2,0,2,2,2,2,0,NA,2018-03,,
03/03/2018,FACEBOOK,PAGELINK,fy2018_individual_courses,2,2,0,2,2,2,2,0,NA,2018-03,,
03/03/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,16,15,0,16,12,17,16,0,NA,2018-03,,
03/03/2018,google,cpc,FY2018_Online,1,0,0,0,0,1,1,0,OL - Thank You,2018-03,,
03/03/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,5,4,25,5,5,6,5,25,NA,2018-03,,
03/03/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/03/2018,SJ,DISPLAY,FY2018_Umbrella,11,10,23,11,6,12,11,23,NA,2018-03,,
03/04/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/04/2018,DBM,Display,FY2018_Umbrella,1,0,93,0,0,1,0,0,HS - Thank You,2018-03,,
03/04/2018,DBM,DISPLAY,FY2018_Umbrella,20,13,887,14,11,21,14,887,NA,2018-03,,
03/04/2018,DBM,VIDEO,FY2018_Umbrella,5,3,56,4,3,5,4,56,NA,2018-03,,
03/04/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,54,51,928,54,41,58,54,928,NA,2018-03,,
03/04/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,16,16,0,16,12,16,16,0,NA,2018-03,,
03/04/2018,google,cpc,FY2018_Transfer,1,0,16,0,0,1,0,0,CU - Thank You,2018-03,,
03/04/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,3,0,3,3,3,3,0,NA,2018-03,,
03/04/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-03,,
03/04/2018,SJ,DISPLAY,FY2018_Umbrella,20,17,236,20,14,26,20,236,NA,2018-03,,
03/05/2018,BDN,DISPLAY,FY2018_Umbrella,8,6,669,8,4,10,8,669,NA,2018-03,,
03/05/2018,BDN,VIDEO,FY2018_Umbrella,1,0,6,1,1,2,1,6,NA,2018-03,,
03/05/2018,DBM,DISPLAY,FY2018_Umbrella,22,20,67,22,20,24,22,67,NA,2018-03,,
03/05/2018,DBM,VIDEO,FY2018_Umbrella,8,7,52,8,8,9,8,52,NA,2018-03,,
03/05/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,47,46,15,47,29,48,47,15,NA,2018-03,,
03/05/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,10,10,0,10,5,10,10,0,NA,2018-03,,
03/05/2018,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2018-03,,
03/05/2018,google,cpc,FY2018_Transfer,1,0,60,0,0,1,0,0,CU - Thank You,2018-03,,
03/05/2018,google,cpc,FY2018_Undergrad,1,0,53,0,0,1,0,0,HS - Thank You,2018-03,,
03/05/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,2,2,0,2,1,2,2,0,NA,2018-03,,
03/05/2018,SJ,DISPLAY,FY2018_Umbrella,5,4,36,5,2,7,5,36,NA,2018-03,,
03/06/2018,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/06/2018,DBM,DISPLAY,FY2018_Umbrella,36,34,7,36,35,38,36,7,NA,2018-03,,
03/06/2018,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/06/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,46,43,2179,46,33,49,46,2179,NA,2018-03,,
03/06/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,16,14,133,15,9,19,15,133,NA,2018-03,,
03/06/2018,GMAIL,INBOX,FY2018_Gmail,1,1,0,1,0,1,1,0,NA,2018-03,,
03/06/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-03,,
03/06/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-03,,
03/06/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,2,2,0,2,1,2,2,0,NA,2018-03,,
03/06/2018,SJ,DISPLAY,FY2018_Umbrella,8,4,173,8,8,12,8,173,NA,2018-03,,
03/06/2018,SPOTIFY,DISPLAY,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2018-03,,
03/07/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/07/2018,DBM,DISPLAY,FY2018_Umbrella,52,30,1724,33,29,68,33,1725,NA,2018-03,,
03/07/2018,DBM,VIDEO,FY2018_Umbrella,8,7,5,8,8,9,8,5,NA,2018-03,,
03/07/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,55,50,288,55,31,61,55,288,NA,2018-03,,
03/07/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,7,7,0,7,6,7,7,0,NA,2018-03,,
03/07/2018,google,cpc,FY2018_Undergrad,1,0,14,0,0,1,0,0,HS - Thank You,2018-03,,
03/07/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,2,0,2,2,2,2,0,NA,2018-03,,
03/07/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,2,2,0,2,1,2,2,0,NA,2018-03,,
03/07/2018,SJ,DISPLAY,FY2018_Umbrella,8,6,178,8,6,11,8,178,NA,2018-03,,
03/07/2018,SPOTIFY,DISPLAY,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2018-03,,
03/08/2018,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/08/2018,BDN,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/08/2018,DBM,DISPLAY,FY2018_Umbrella,37,30,17,37,35,47,37,17,NA,2018-03,,
03/08/2018,DBM,VIDEO,FY2018_Umbrella,24,24,0,24,23,24,24,0,NA,2018-03,,
03/08/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,39,36,1002,39,24,43,39,1003,NA,2018-03,,
03/08/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,13,12,84,13,9,14,13,84,NA,2018-03,,
03/08/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,2,0,2,2,2,2,0,NA,2018-03,,
03/08/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/08/2018,SJ,DISPLAY,FY2018_Umbrella,5,5,0,5,3,5,5,0,NA,2018-03,,
03/09/2018,BDN,DISPLAY,FY2018_Umbrella,4,3,250,4,2,5,4,250,NA,2018-03,,
03/09/2018,DBM,DISPLAY,FY2018_Umbrella,32,27,96,30,29,33,30,96,NA,2018-03,,
03/09/2018,DBM,VIDEO,FY2018_Umbrella,6,6,0,6,6,6,6,0,NA,2018-03,,
03/09/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,47,44,20,46,32,48,46,20,NA,2018-03,,
03/09/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,7,7,0,7,6,7,7,0,NA,2018-03,,
03/09/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,2,0,2,2,2,2,0,NA,2018-03,,
03/09/2018,SJ,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/10/2018,BDN,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-03,,
03/10/2018,DBM,DISPLAY,FY2018_Umbrella,52,48,2608,49,47,57,49,2610,NA,2018-03,,
03/10/2018,DBM,VIDEO,FY2018_Umbrella,13,13,0,13,12,13,13,0,NA,2018-03,,
03/10/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,64,62,2,64,45,66,64,2,NA,2018-03,,
03/10/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,14,14,0,14,11,14,14,0,NA,2018-03,,
03/10/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,2,0,222,1,1,2,1,222,NA,2018-03,,
03/10/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-03,,
03/10/2018,SJ,DISPLAY,FY2018_Umbrella,9,7,55,9,7,12,9,55,NA,2018-03,,
03/11/2018,BDN,DISPLAY,FY2018_Umbrella,6,5,50,6,4,7,6,50,NA,2018-03,,
03/11/2018,BDN,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/11/2018,DBM,DISPLAY,FY2018_Umbrella,19,14,60,16,16,21,16,60,NA,2018-03,,
03/11/2018,DBM,VIDEO,FY2018_Umbrella,13,12,17,13,13,14,13,17,NA,2018-03,,
03/11/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,61,53,2973,60,46,70,60,2973,NA,2018-03,,
03/11/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,10,10,0,10,7,10,10,0,NA,2018-03,,
03/11/2018,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2018-03,,
03/11/2018,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2018-03,,
03/11/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,3,0,154,1,1,4,1,155,NA,2018-03,,
03/11/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,3,0,3,3,3,3,0,NA,2018-03,,
03/11/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/11/2018,SJ,DISPLAY,FY2018_Umbrella,7,6,8,7,5,8,7,8,NA,2018-03,,
03/12/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/12/2018,DBM,DISPLAY,FY2018_Umbrella,37,32,27,35,34,39,35,27,NA,2018-03,,
03/12/2018,DBM,VIDEO,FY2018_Umbrella,7,6,6,7,7,8,7,6,NA,2018-03,,
03/12/2018,Facebook,PageLink,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2018-03,,
03/12/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,44,43,2,44,27,45,44,2,NA,2018-03,,
03/12/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,10,7,96,9,9,11,9,96,NA,2018-03,,
03/12/2018,google,cpc,FY2018_Transfer,1,0,37,0,0,1,0,0,CU - Thank You,2018-03,,
03/12/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,8,1,322,2,1,9,2,322,NA,2018-03,,
03/12/2018,SJ,DISPLAY,FY2018_Umbrella,12,5,504,12,7,23,12,503,NA,2018-03,,
03/12/2018,SPOTIFY,DISPLAY,FY2018_Umbrella,9,2,346,4,0,9,4,346,NA,2018-03,,
03/13/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2018-03,,
03/13/2018,DBM,DISPLAY,FY2018_Umbrella,33,20,1496,24,21,38,24,1496,NA,2018-03,,
03/13/2018,DBM,VIDEO,FY2018_Umbrella,11,11,0,11,11,11,11,0,NA,2018-03,,
03/13/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,54,51,289,54,43,57,54,289,NA,2018-03,,
03/13/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,22,20,47,21,14,23,21,47,NA,2018-03,,
03/13/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,3,0,3,3,3,3,0,NA,2018-03,,
03/13/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/13/2018,SJ,DISPLAY,FY2018_Umbrella,11,7,67,10,8,13,10,67,NA,2018-03,,
03/14/2018,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/14/2018,DBM,DISPLAY,FY2018_Umbrella,21,20,7,21,21,22,21,7,NA,2018-03,,
03/14/2018,DBM,VIDEO,FY2018_Umbrella,16,15,13,16,15,17,16,13,NA,2018-03,,
03/14/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,46,42,583,46,38,50,46,583,NA,2018-03,,
03/14/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,7,6,6,7,5,8,7,6,NA,2018-03,,
03/14/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,40,36,889,40,20,44,40,889,NA,2018-03,,
03/14/2018,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2018-03,,
03/14/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,3,0,3,3,3,3,0,NA,2018-03,,
03/14/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,9,2,129,4,1,10,4,130,NA,2018-03,,
03/14/2018,SJ,DISPLAY,FY2018_Umbrella,8,2,95,8,6,15,8,95,NA,2018-03,,
03/15/2018,BDN,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2018-03,,
03/15/2018,DBM,DISPLAY,FY2018_Umbrella,37,37,0,37,36,37,37,0,NA,2018-03,,
03/15/2018,DBM,VIDEO,FY2018_Umbrella,5,5,0,5,5,5,5,0,NA,2018-03,,
03/15/2018,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,551,1,0,5,1,551,NA,2018-03,,
03/15/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,37,35,53,37,31,40,37,53,NA,2018-03,,
03/15/2018,FACEBOOK,PAGELINK,FY2018_Individual_Courses,5,5,0,5,5,5,5,0,NA,2018-03,,
03/15/2018,FACEBOOK,PAGELINK,FY2018_Transfer,1,1,0,1,0,1,1,0,NA,2018-03,,
03/15/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,33,33,0,33,16,33,33,0,NA,2018-03,,
03/15/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/15/2018,SJ,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-03,,
03/16/2018,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-03,,
03/16/2018,DBM,DISPLAY,FY2018_Umbrella,22,18,51,22,22,39,22,53,NA,2018-03,,
03/16/2018,DBM,VIDEO,FY2018_Umbrella,7,7,0,7,7,7,7,0,NA,2018-03,,
03/16/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,49,47,1180,49,38,51,49,1180,NA,2018-03,,
03/16/2018,FACEBOOK,PAGELINK,FY2018_Individual_Courses,12,12,0,12,12,12,12,0,NA,2018-03,,
03/16/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,38,33,57,38,19,43,38,57,NA,2018-03,,
03/16/2018,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2018-03,,
03/16/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,3,0,3,3,3,3,0,NA,2018-03,,
03/16/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,15,1,0,2,1,15,NA,2018-03,,
03/16/2018,SJ,DISPLAY,FY2018_Umbrella,7,5,28,7,7,9,7,28,NA,2018-03,,
03/17/2018,BDN,DISPLAY,FY2018_Umbrella,4,3,9,4,4,5,4,9,NA,2018-03,,
03/17/2018,DBM,DISPLAY,FY2018_Umbrella,29,26,1491,29,28,32,29,1491,NA,2018-03,,
03/17/2018,DBM,VIDEO,FY2018_Umbrella,8,8,0,8,6,8,8,0,NA,2018-03,,
03/17/2018,Facebook,PageLink,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2018-03,,
03/17/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,47,42,1402,47,38,52,47,1402,NA,2018-03,,
03/17/2018,FACEBOOK,PAGELINK,FY2018_Individual_Courses,6,6,0,6,6,6,6,0,NA,2018-03,,
03/17/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,41,35,126,40,13,45,40,126,NA,2018-03,,
03/17/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,2,0,2,2,2,2,0,NA,2018-03,,
03/17/2018,SJ,DISPLAY,FY2018_Umbrella,20,14,347,16,13,23,16,346,NA,2018-03,,
03/18/2018,DBM,DISPLAY,FY2018_Umbrella,30,28,15,30,28,32,30,15,NA,2018-03,,
03/18/2018,DBM,VIDEO,FY2018_Umbrella,15,12,514,14,13,18,14,515,NA,2018-03,,
03/18/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,39,38,22,39,33,40,39,22,NA,2018-03,,
03/18/2018,FACEBOOK,PAGELINK,FY2018_Individual_Courses,11,11,0,11,11,11,11,0,NA,2018-03,,
03/18/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,40,38,1061,40,19,42,40,1061,NA,2018-03,,
03/18/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,1,232,2,2,3,2,232,NA,2018-03,,
03/18/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2018-03,,
03/18/2018,SJ,DISPLAY,FY2018_Umbrella,11,7,71,11,9,15,11,71,NA,2018-03,,
03/19/2018,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2018-03,,
03/19/2018,DBM,Display,FY2018_Umbrella,1,0,75,0,0,1,0,0,HS - Thank You,2018-03,,
03/19/2018,DBM,DISPLAY,FY2018_Umbrella,30,27,136,28,26,31,28,136,NA,2018-03,,
03/19/2018,DBM,VIDEO,FY2018_Umbrella,9,9,0,9,9,9,9,0,NA,2018-03,,
03/19/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,37,32,500,37,33,43,37,500,NA,2018-03,,
03/19/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,1,0,1,0,1,1,0,NA,2018-03,,
03/19/2018,FACEBOOK,PAGELINK,FY2018_Individual_Courses,3,3,0,3,3,3,3,0,NA,2018-03,,
03/19/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,24,23,29,24,16,25,24,29,NA,2018-03,,
03/19/2018,LinkedIn,PageLink,FY2018_Degree_Completion,1,0,0,0,0,1,1,0,DC - Thank You,2018-03,,
03/19/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,4,0,157,2,1,5,2,157,NA,2018-03,,
03/19/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-03,,
03/19/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-03,,
03/19/2018,SJ,DISPLAY,FY2018_Umbrella,8,6,57,8,8,11,8,56,NA,2018-03,,
03/20/2018,(direct),(none),(not set),1,0,0,0,0,1,1,0,HS - Thank You,2018-03,,
03/20/2018,BDN,DISPLAY,FY2018_Umbrella,5,3,179,4,3,6,4,179,NA,2018-03,,
03/20/2018,DBM,DISPLAY,FY2018_Umbrella,35,27,254,34,33,43,34,254,NA,2018-03,,
03/20/2018,DBM,VIDEO,FY2018_Umbrella,10,9,17,10,10,11,10,17,NA,2018-03,,
03/20/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,29,25,306,27,22,30,27,306,NA,2018-03,,
03/20/2018,FACEBOOK,PAGELINK,FY2018_Individual_Courses,6,6,0,6,5,6,6,0,NA,2018-03,,
03/20/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,30,28,69,30,14,33,30,69,NA,2018-03,,
03/20/2018,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2018-03,,
03/20/2018,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2018-03,,
03/20/2018,google,cpc,FY2018_Undergrad,1,0,24,0,0,1,0,0,HS - Thank You,2018-03,,
03/20/2018,LINKEDIN,PAGELINK,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-03,,
03/20/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,1,1459,2,2,3,2,1459,NA,2018-03,,
03/20/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2018-03,,
03/20/2018,SJ,DISPLAY,FY2018_Umbrella,9,6,80,9,6,13,9,79,NA,2018-03,,
03/21/2018,BDN,DISPLAY,FY2018_Umbrella,1,0,0,1,1,2,1,0,NA,2018-03,,
03/21/2018,DBM,DISPLAY,FY2018_Umbrella,27,26,0,27,24,29,27,0,NA,2018-03,,
03/21/2018,DBM,VIDEO,FY2018_Umbrella,6,6,0,6,6,6,6,0,NA,2018-03,,
03/21/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,33,31,716,33,23,40,33,715,NA,2018-03,,
03/21/2018,FACEBOOK,PAGELINK,FY2018_Individual_Courses,4,3,609,4,4,5,4,609,NA,2018-03,,
03/21/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,41,38,641,41,17,44,41,641,NA,2018-03,,
03/21/2018,google,cpc,FY2018_Graduate,1,0,140,0,0,2,0,0,GR - Thank You,2018-03,,
03/21/2018,google,cpc,FY2018_Transfer,1,0,248,0,0,1,0,0,CU - Thank You,2018-03,,
03/21/2018,LinkedIn,PageLink,FY2018_Degree_Completion,1,0,0,0,0,1,1,0,DC - Thank You,2018-03,,
